user,text,date,helpful,source,year,wc,vader,sent,Login / OTP / Authentication,Bill Payment Flow,Web Redirect / Not Native,Rewards / MR Points,Offers / Amex Offers,Statement / Transactions / Balance,App Stability (crash/bug/slow),UI / UX / Design,Customer Service / Support,Card Controls / Servicing,Update / Version Regression,Notifications / Alerts,Onboarding / Registration / KYC,Feature Gaps vs Global App,Fees / Charges / Annual Fee
VC Chowdary,"Best app with extraordinary staff ever ready to respond, understand the issue, act and solve. I have never come across call centre staff being so professional, courteous and eager to help customers. I salute the Team Amex!",2020-11-27,6,relevance,2020,37,0.9483,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mihir Sachdev,If we can get an option to convert our transactions into EMIs in the app. Many credit cards apart from Amex do offer this in the app. Just for such a thing we have to wait for long to get our calls answered. Not sure if Rewards can also be redeemed in the app. If these 2 features come in the app then nothing like it.,2024-04-14,6,relevance,2024,66,-0.1842,negative,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Ron Mani,"worst credit card in premium money & worst customer support. Better to go for other Bank premium variant Credit Cards, which offer the same kind of services at less cost. Earlier amex cards offer exclusivity feeling as not all were eligible for Amex cards. Now its same like other companies like ICICI BANK etc, but not satisfactory customer support. They sell the same third party services like insurance at a much higher rate than the first party itself. Now its like buying Brass at rate of gold.",2026-03-07,6,relevance,2026,87,0.9021,positive,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
Kapil Seth,not a user friendly app.. has to write cc number for payment .. it should be automatic.. Cutting down my rating from 2 to 1.. amex card becomes an overhead due to no customer service in app.. will try to surrender the card soon.. Even after 4 years my reviews are same.. Shame seriously shame,2022-06-14,6,relevance,2022,55,-0.8985,negative,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
Akshay Chillal,"Wonderful app. Very user friendly and gives a nice overview of card spending, reward points and accessing the statement. I really love their customer support team. They are professional and ensure to provide right solution. Great work Amex team 😊👏",2021-09-27,6,relevance,2021,40,0.9881,positive,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False
Nimish v Thakrar,"Smooth UI. User friendly. Only 1 flaw, while making payment one needs to punch in the card number manually, even if ur already logged on to the app. which does not make sense to me and compels me to give 4* in place of 5*",2020-10-19,6,relevance,2020,45,0.5423,positive,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
rishi raj shrivastava,With the new update. The app doesn't logout when you kill it. It keeps the session ON and I have to logout manually. Please fix it. This is a security issue.,2021-02-05,6,relevance,2021,31,-0.25,negative,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
A Google user,Needs a total makeover. The app should display account holders card instead of dummy sample card(nisha sharma) upon login. There should be option of redeeming points into cash in app only. The offers section should be added in app. History of reward points should be available in app.,2019-04-27,6,relevance,2019,48,0.5719,positive,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
jitender singh,Excellent customer service and excellent app.. the chat option is worth a special mention. Never faced a single issue..,2021-10-27,5,relevance,2021,19,0.9001,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Pankaj Nagu,"App is not that friendly to use. Issues like when u initiate a payment it asks u to enter details like login I'd &pw followed by card details, cvv no, phone no,email id and payment amount etc making it a cumbersome process. There is no use of having an app if u have to enter all details again & again... payment details are also not reflected in app for two to three days after making payment...",2020-05-17,5,relevance,2020,76,0.0444,neutral,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,"The app was working fine. But after an android security patch update for my phone, i am unable to log in through the app. Although i am able to log in from the web site.. Amex dev team should be ready to handle all the android updates. This is not acceptable. I am unable to use the app and have to just use the amex website.",2019-12-15,5,relevance,2019,66,0.6494,positive,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
A Google user,AMEx has disappointed me at every step. I took the credit card but seems all the transactions i do are being charged high when done through amex credit card vs my payments through debit card. Application downloaded is not working with my login. Not happy at all. Poor service.,2019-11-03,5,relevance,2019,49,-0.8018,negative,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
DJ K,The user interface is easy to use and understand. Both contact support is very good. Connectivity is an issue as POS OTP sometimes doesn't arrive on the phone. One has to open an email and get the OTP.,2025-04-16,5,relevance,2025,38,0.8313,positive,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Sumedh Shevde,"An absolute breeze to setup and use the Amex India app. Simple, clean intuitive interface. Well supported by live chat (i am not sure if that's a bot based chat setup, possibly is though), which works well to get basic stuff done. All-in-all a great app.",2020-10-27,5,relevance,2020,46,0.8844,positive,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
A Google user,great app for what used to be a great company. now it cheats people by applying finance charges to those who have continuously been regular auto debit customers by ending their auto debit and making them late payers. i have cancelled and so should you.,2019-08-16,5,relevance,2019,45,0.5106,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Rahul Nikam,"It's a very useful app.. everything in one place right from payments to rewards and everything you need at the touch of a finger , and it's the most secured app . Kudos to the amex india team.",2020-06-20,5,relevance,2020,38,0.9116,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Manish Kumar,"Pathetic service by Amex, even after full payment and cancellation of the card they didn't remove the annual fee and spoiled by Bureau score! Platinum concierge not as useful as they market. Out of 4 requests for table reservation they couldn't fulfill even one! What's the point of paying for the platinum card!",2025-07-31,5,relevance,2025,53,-0.8551,negative,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
Manoj Nair,"The app is basic, statement don't have details other than a ref number. Payment reflected late it must be instantaneous. Credit delays results in dual expenditure by user and refund issues. Certain charges levied need narration.",2021-05-06,5,relevance,2021,36,0.4404,positive,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Sony Scaria,"Never thought I'd say this, but Amex folks are THIEVES. Just won't return my credit balance to my bank account. They keep asking for bank account details and when I do provide it, they'll stop responding. Every time they'll create a new case and magically they'll forget about it until I call them back. And when I do, they'll ask for more documents, to send the money TO MY OWN ACCOUNT!",2025-11-13,5,relevance,2025,71,-0.9025,negative,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Varun Agarwal,"Transaction security settings links opens an empty view so unable to modify any card limits, one of the nost basic features needed in an app. Overall the app is slow and the navigation is not smooth. Expect a better quality testing from amex before releasing with such bugs and they do not seem to have known about it till date.",2025-10-01,5,relevance,2025,60,0.5423,positive,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
Lakshay Bahl,"Unethical org. They issue a credit card which never gets delivered. What follows is the constant pestering to pay for the dues of a card that you never received. After raising the issue multiple times w/Customer Support country head, they finally cancel the card but send the false intimation of non-repayment to credit agencies abt hence, maliciously trying to downgrade your credit rating. To this date my credit rating hasn't been reversed despite repeat escalations. Glad to hear abt RBI ban.",2021-04-30,5,relevance,2021,81,0.2216,neutral,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
A Google user,"Very simple to use, all most frequently used functions available conveniently. Specially liked the rewards page which shows remaining spends for milestone rewards! Would rate 5 if the app provides ALL functions like website, it may be in an additional menu containing all less frequently used functions.",2019-06-25,5,relevance,2019,47,0.8955,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,Excellent user friendly. Efficient yet easy to use. So glad to have the option to use points almost immediately after credit.,2020-01-24,5,relevance,2020,21,0.9572,positive,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
P RAAMCHARANTEJAA,"The chatting feature is one of the best customer support I have seen. It is fast, and the executives know their job and it literally eliminates the need to ever write an email. And the chat can also be referred later if incase of any doubt.",2024-05-22,5,relevance,2024,46,0.6597,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
A Google user,Always server down and unable to login. And this app doesn't give clear information and payments redirected to weblink which makes me annoying. Finally Amex most of the retailers doesn't accept. Only interesting factor in Amex is gaining more credit points compare to other CC services.,2018-11-18,5,relevance,2018,46,-0.3885,negative,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
A Google user,Had been a customer for the last three years. Used to spend only through Amex cards. Had cleared every statement in time. Despite this they didn't value my relationship by not waiving off the annual fees. Terrible customer support. Please don't ever buy their cards. They have no regards for loyal customers.,2019-12-21,5,relevance,2019,52,0.2878,neutral,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
Tarak Nath Kushwaha,"For some reason, your app is not functioning since today morning. Everytime, i try to login, it says sorry there was an error loading this content, pls try again later. I tried logging to my account via Chrome too but again same error, not able to reach the servers, try later. Can someone please call and help me to fix this? Using this app since 2019 and never faced any challenge.",2022-04-25,5,relevance,2022,71,0.167,neutral,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Yelchuri BSR Prasad,"Now a days all card apps are very useful to manage diff features like en/disabling international spends, online usage etc., Ability to see unbilled transactions is a good feature. Thanks.",2020-12-28,5,relevance,2020,30,0.9152,positive,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Avishek Banerjee,"The app is user friendly & easy to navigate. Just one feedback that while making payment card no. Should auto populated or auto captured, instead of entering the card no. manually.",2023-03-05,5,relevance,2023,31,0.7269,positive,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Fabian White,"The app no ability to facilitate a payment directly without having to pull out your card every time and enter your card number...a pretty primitive app for today, and numerous attempts to give them this feedback has fallen on deaf ears!",2021-02-05,5,relevance,2021,41,-0.1416,negative,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Rachit,Shocked that the AMEX app does not have a direct payment functionality...it redirects and asks user to enter the card details for a logged in user. Not expected from AMEX.,2021-01-23,5,relevance,2021,30,-0.3182,negative,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Niki Jethani,"When we want to disable the card. The process is so long. Call toll free number and wait for executive. When they have to advertise their rewards you get instant calls. For deactivation - There is no call back service. At most of the places, card is not accepted. Think before opting, will you be able to utilise full credit ( 1 lakh 50k) else you have to pay 1500/- membership fee which is non refundable even when you want to discontinue thier service.",2022-07-15,5,relevance,2022,84,0.7569,positive,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Anurag Thakur,it sucks...never takes biometric login..even after resetting password multiple times..it always complains wrong password..it's hard time for me I am traveling and account is locked and no way to reset it..when I call toll free number to unlock my account...voice call is providing details of existing offers instead solving my problem.,2025-11-29,5,relevance,2025,51,-0.6124,negative,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Khalid Khan,"The app or web site is not user friendly 😡. Card payment is very complex. You have loved in an when you in click on pay button it again ask you to re login in web page which is integrated in side the app and after login on that page you will lost every references. Now you have to fill all the details like card no name mobile email even the payable amount. Means first you have to note down every detail, try to pay. And if you have forget your card at your home or lost your card you can't pay...",2020-05-01,5,relevance,2020,102,-0.5318,negative,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
A Google user,"credit card payment reflect in amex account takes 2-3 working days, referral form is too lengthy, it does not show when your credit card year started, it also does not show your total yearly spend up till now in a year. offer should be categorized like I want only mobile offers or electronic appliances offers. thanks",2019-03-17,5,relevance,2019,56,0.872,positive,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False
Abhijit P,"Slowest bank, reminds me of old era when banking was not digital. My payment is done but it takes 24/48 hrs to update. Even purchase notifications takes 48 hrs. The notifications need to be enabled else you get no updates, app directs to a webpage for payment of credit card bill? We are not in 1924 bro? It *ucks",2024-05-23,4,relevance,2024,59,0.2406,neutral,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
Sahil Devliya,"Very poor customer service and pathetic policy I have ever seen, getting calls after a long time I requested a call back and explained each and everything in mail but they are still repeating the same thing again and again, what kind of resolutions they are providing to their customer it's just waste of time :(",2021-05-10,4,relevance,2021,56,-0.9021,negative,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
A Google user,"This card has too much late fees as well as recurring huge annual fees. By pushing you giving referral only and trapping many friends into it, Only then you can escape the punishment of surcharges if you are from a middle class family. It would be better to stay away from american express cards as the retailer also loses approx 3.5% cut from the company including gst. Amex earns double from both ends. In app you have to write all digits again to pay each time the monthly charges.",2020-04-08,4,relevance,2020,89,0.5267,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
A Google user,"most if the times, the OTP screeen doesnt apper and had to retry multiple times the fun of using credit card is screwed by AMEX, just waste card and cannot be used on wallet payment and also cannot be accepted at all merchandises and works at limited place, unable yo use the card for payment on mobile data only works good on wi-fi",2018-12-19,4,relevance,2018,63,0.0222,neutral,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Rajeev Kumar,"Earlier UI was better but even it was not best. Very limited information. Total spend in current billing year was good features for me that is also removed from application. Statement tab merged with home page was also a bad idea. If I compare with other banking application then I don't find amex upto benchmark. As Amex promises that they provide world class service,I don't see it by mobile application. Currently, only one best thing is there that is chat option with support excutive.",2022-09-10,4,relevance,2022,84,0.8903,positive,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False
sambit patra,"need some more flexibility and additional information to available EMI transaction is not reflecting in APP homepage, always need to download PDF to see the same which is not right way to check the transaction. Since the card contains a huge amount of yearly charges, hence better to reflect the spend status against yearly spend target",2022-10-06,4,relevance,2022,56,0.6997,positive,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
A Google user,I tried booking flight tickets through the mobile application but the application was getting hanged after one or two minutes. I tried 5-6 times and faced the same challenge everytime. Finally I have to use other travel site to book the tickets. Please check and fix this,2019-10-17,4,relevance,2019,47,0.5267,positive,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Riyazudeen AH,Worst app ever. Spend traking no longer works. Its been a year now still not addressed. Even raised complaint GC-INA1W and followed up with multiple supervisors. Till date no response provided. They never keep up their words. False comittments.Pathetic and unreliable service by Amex.Tired and fed up with their chat support. Stay away from AMEX cards.,2022-07-21,4,relevance,2022,56,-0.7906,negative,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
A Google user,"Not so great. Very primitive and every time a payment is made, it takes 3 days to get posted even in this digital age. For redemptions etc.. we also need to call. Compared to other card providers a lot needs to be done in terms of user experience.",2019-11-04,4,relevance,2019,48,-0.544,negative,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Shubhneet Sethi,"It's an amazing app with a very user friendly interface. It has all the info clearly laid out. On top of that, it's secured with two factor authentication. One of the better banking/credit card apps on play store.",2020-07-16,4,relevance,2020,38,0.957,positive,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
A Google user,"Excellent customer service. would be great if they can add more functionalities in to app like travel booking, MR points redemption, Tracking finances by categories, etc.",2019-01-16,4,relevance,2019,26,0.8834,positive,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
Dr. Murali Basa,"American Express Credit Card in India: An Intellectual Review American Express credit card in India offers an exceptional rewards program that is truly amazing. The reward points system allows cardholders to accumulate points swiftly, leading to an array of enticing benefits, including the option to redeem them for attractive gift vouchers. One notable aspect is the lovely customer chat thread, which ensures prompt and effective communication.",2023-05-22,4,relevance,2023,66,0.9897,positive,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
Aisharya Mazumder,AMERICAN EXPRESS Credit card is the worst possible credit card one can have. I have received & activated the card on 8th of January 2021 but they have generated statement from 29.12.2020 to 28.01.2021. And they are explaining billing is started once the card is approved and not from the date of activation.,2021-02-03,4,relevance,2021,53,0.5789,positive,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Neha Modi,"honestly, I didn't find any difference in this update 19/01/2019. still many things need to be updated like viewing and selecting the pin.",2020-10-18,4,relevance,2020,23,0.6705,positive,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
A Google user,The transactions are not visible on the app. I'm not able to view the transactions made by my card in the app. They are reflected only after 3-4 days.,2019-07-30,4,relevance,2019,29,0.0,neutral,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,"AmEx moApp is quick and helps you manage your account on your finger tips in quite an easy way. Yes, it's very user friendly.",2019-05-18,4,relevance,2019,24,0.8991,positive,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
A Google user,Very very user friendly. You may even redeem the reward points just by ticking a check box. Very simple and to the point display,2019-02-21,4,relevance,2019,24,0.8147,positive,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
A Google user,"Worst Credit card as Annual Charges are sky high whereas card is NOT accepted @ almost 90-95% of the Outlets. AMEX want us spend more with a least shameful Credit limit offered. I suggest AMEX a fair approach- Initially capture the Indian Market where AMEX is accepted everywhere & then charge the Annual fee in India, as per what ever is quoted. ANALYTICS: Maximum spends are done, in smaller chunks & payments at outlets where smaller chunks are sold, DOES NOT accept AMEX. Re-ThiNk to FOCUS",2019-12-22,4,relevance,2019,86,0.3248,neutral,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Aarif Iqbal,It's such a frickin hassle to even use this app! The whole privacy aspect is blown out of proportion to the point it's ridiculously over protective. Imagin having 4 locks on your own house door each time you try to enter it.,2022-12-23,4,relevance,2022,42,-0.4003,negative,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Neerendra Chauhan,Their support is too good. Suggestion - plz add option of sharing screenshot in chat with customer care. Edited:- I was wrong. Their customer service is just like any other ordinary bank. Fed-up with them,2021-01-20,4,relevance,2021,35,0.8834,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
A Google user,"main flaws of this app is if you on nfc for other card payment this app will supersede other autometically even this app is closed, means if your nfc hardware is on you have to use amex pay. please add on and off button against nfc as it is present for qr.",2019-09-05,4,relevance,2019,52,-0.8807,negative,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anshul Dixit,They don't have any basic information of My previous spends or particular month spends also available on app and their customer care. For all the kind of query they are just sorry and have nothing to do. Disappointing!!,2026-03-05,4,relevance,2026,38,0.7279,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Ruhang,"very poor customer help service. when I try to activate my new card, it keeps throwing errors, and when I try to connect with a customer care, they only make me talk with bots. Not expected from American Express",2026-04-04,4,relevance,2026,39,0.0953,neutral,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
A Google user,"Good company with lesser ability app! Amex cards are fantastic. i have been. fan of Amex for more than 15 yrs. fantastic customer care when you dial them, and resolution is guaranteed, always! this app is just fine to know your card balance and past transactions. there is nothing more to expext from this. after experiencing the customer service and amazing card benefits, this app looks very dull. company needs to do something. if you notice the last update was 13 months ago,:-(",2019-01-14,4,relevance,2019,83,0.9709,positive,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
parijat gaur,"Nothing great about it , it's pretty simple and limited options . They are still learning it seems .It does basic functions and overall do the job. They have other apps in USA which I heard are incredible but here in Indian continent it's pretty vanila .",2022-10-21,4,relevance,2022,47,0.5863,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ambrish Mishra,Worst credit card application. There are many issues like while paying credit card bill you must have net banking otherwise you will not be able to pay your bills. If you want to pay it from debit card or UPI you will be navigated to AMEX website. All functions are separated. This credit card is not accepted at many POS terminals like Delhi metro etc as it has fifteen digit card number but others have 16.,2020-11-23,4,relevance,2020,76,0.4666,positive,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
NaveenKumar A,Lot of conflicts in communication before opening account and after opening account. Brainwashing to achieve their monthly targets. That's all. Customer unfavorable terms and conditions are hidden and when customer asks about it they will say this is our terms and conditions. If you like can continue or close account. That's all options available. Simply closed account and no option to put negative rating. After break the relationship with AMEX as well Charging late fee. No logic behind.,2020-06-10,4,relevance,2020,78,-0.8225,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Anurag Salwan,"Simple and efficient app. I am able to do almost everything on the app and need to log into my account on the laptop very rarely. However, l would like the app to improve in one aspect - my actual card should appear in the app rather than a generic one.",2025-03-12,4,relevance,2025,51,0.6658,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pradeep Kumar Boddu,It's one of the most comforting CC app I've ever used . All the information you need to access with regards to your card is there within a touch of button . Easy pay is one of the most unique feature and most advanced feature among all the payment apps,2020-06-12,4,relevance,2020,50,0.7774,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,"The latest version is fantastic. It has everything that I need to check on the app including rewards. The UI is great. Even has the milestone journey in built for my convenience. Good job, Amex.",2019-02-07,4,relevance,2019,35,0.9287,positive,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
A Google user,I hav e two amex cards. I have to logout and login separately to see the details of each of the cards. I wish there is an easier way out....,2019-11-25,4,relevance,2019,30,0.6705,positive,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,"Excellent and Exceptional experience, a very simple application, and the best part is the IVR system at customer help center, above all the customer help guys are very well behaved and courteous. I am loving it.",2019-05-20,4,relevance,2019,36,0.9716,positive,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
A NSA,The amex card is Ponzi scheme. Please beware. It's not a pride as some of you think. They cheat you left and right. Their interest free days are just 40 as opposed to 50 by other vendors. The payment you do today will credited only after 3 -4 days. The reason for them to charge late fees and high interest.,2021-03-06,4,relevance,2021,60,0.8428,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Maninder Singh,"I have been using this app for quite sometime now, haven't faced any issues yet with the interface or usability of the app. The app has been more of an apt and necessary replacement of customer care tele service obviating the hassle of calling them.",2020-09-19,4,relevance,2020,45,0.4939,positive,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
A Google user,Amex does suck a lot and spams a lot. They should check eligibility first instead of wasting time n sending a letter after submitting documents stating that cibil score is missing. Rejection is not an issue but wasting time is. And on top of that they use all that information to spam spam spam. Big thumbs down.,2019-07-18,4,relevance,2019,57,-0.9497,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Girish Mani,Please make an option to pay amex credit card payment within this app. And not taking the user outside to external link. Please integrate this asap. Because most of bank application has this feautures. We Don't need an application Just to view pending payment and for changing few settings,2024-07-25,4,relevance,2024,49,0.7003,positive,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
aka kaizoku,"Smooth transition and flow. 1 improvement Post password change the biometric is turned off and one has to remember switching on the feature explicitly. Potential solution: one may add a pop up to activate the biometric login, Post successful login after a password change",2022-03-17,4,relevance,2022,44,0.8442,positive,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,"American express only name is attractive, facility wise is far behind than its competitors like axis bank credit card, hdfc etc! No option is available in app for convert to emi, very less merchant accept american express, sometime it is embarassed situation in front of merchant. For customer care service i will give 5 star but rest of other service american express needs to change its policy!",2019-10-18,4,relevance,2019,67,0.814,positive,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
Partha Doshi,Had earned 7000rs of voucher.. but apparently it doesn't work in online shoppers stop and offline stores say it doesn't have . I was sandwiched between amex and shoppers stop. Had to face so much of hassle just for a 7000 rs voucher which I had earned redeeming my points. Would not recommend amex to anyone where they can't even honor a 7000rs voucher for a high spender and there's no trust. My 7000 rs voucher went to waste.pathetic and poor customer service . Have to repeat the problem each time,2025-02-18,4,relevance,2025,91,-0.9742,negative,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
Kirankumar Bhagwan,"I think all the segmented offers should be available within the app. There are many new offers going on, but the communication is lost in email or sms. It would be great if there's a separate tab for all valid offers within the app.",2020-08-31,4,relevance,2020,44,0.5719,positive,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
A Google user,"Takes away 2 star from it for the reasons that the App doesnt facilitate payment. Though it has a link ""make payment"" but asks for crefit card details once again when one tries to pay. Thats unnecessary waste of time and efforts",2020-02-26,4,relevance,2020,42,-0.6486,negative,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Vishal Silarpuria,Superb customer support and service. I love the new UI of application. I've been using Amex from last 3 years and they never disappoint at any point. I've Amex as my primary card.,2020-11-02,4,relevance,2020,33,0.9225,positive,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
Abhay Singh,Amex has been good but now they have been becoming garbage with devaluation of the cards and bringing new rewards layers with the same RP for double spend. This is a review for Platinum Travel 7L spend increase after taking the card and paying the fees. With Marriott Point dilution in India this is becoming Useless.,2026-02-08,4,relevance,2026,56,0.6542,positive,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Subhash Kumar,"Very sleek and smooth UI and works all the time. The background and colour scheme looks great, and makes it excellent to use.",2020-12-07,4,relevance,2020,23,0.8316,positive,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Girish Kamble,"Compare all other bank cards, this is best app I noticed... Immediate reply even in chats..comparing just computerised reply in chats for few minutes to days before human reply...and every thing bill, transactions every thing perfect...",2020-11-14,4,relevance,2020,36,0.836,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Taher Jariwala,"One of the finest card I have used till now. Amex is all about customer service, for them customers will always be a top priority. Amex app is awesome, everything is very much easy and self explanatory. Thank you team Amex for maintaining your standards.",2021-09-23,4,relevance,2021,45,0.8905,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Shubham Prasad,The app has improved a lot since I first downloaded it over 2 years ago. Just waiting for tedious process of collecting 2x points to change. Someone designing that feature really wanted people to NOT use it.,2021-04-02,4,relevance,2021,37,0.4767,positive,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Saurabh Dixit,App is wonderful. Instant help through chat or email by very supportive team. One suggestion: Add annual expenses data available in the App with type of expenses to fecilitate user understanding on their expenses.,2021-04-02,3,relevance,2021,34,0.8357,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Chirag Kothari,Amex was the best in the credit card sector & its customer care before. But 1. It is still not accepted at many places. 2. Merchant charge 3 to 5% & always ask 4 other card 3. Their settlement period is longer. 4. They keep on calling for selling insurance inspite of telling no from different different numbers due 2 sales pressure from their boss. Except sorry sorry no action taken 2 stop it and punish spammers by them.,2025-03-23,3,relevance,2025,79,-0.9503,negative,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
A Google user,Nothing in this Like controlling Credit card If i want customize credit no option. Nothing Please make the app with control as fraudulent transactions are increasing. Check Axis bank app,2019-12-17,3,relevance,2019,30,0.253,neutral,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Onkaar Nath,Experience is not good with this card.I got a new card in this month and I was told that balance outstanding of old card will be transferred to new card and old card will become redundant.Now I got a message on 15th March asking me to pay minimum amount in respect of old card which is confusing.It seems Amex is not updating their software with changing times.I am at my wits end what to do. Will Amex look into this and sort out the matter under intimation to me ??,2021-03-17,3,relevance,2021,90,0.696,positive,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
A Google user,"when i start to use this amex card , i thought there must be a basic feature to restrict daily transaction amount such as 1000 INR per day. but due to lacking of this feature, i had to compell give 4 star rating. i m very sorry to giving four star just for a single feature lacks.",2020-03-15,3,relevance,2020,57,0.2038,neutral,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Ambar K Singh,"Gone are the days when Amex used to provide great experience in all means. Now, it's not only difficult to use Amex at outlets but even to use the app or call custoner setvice. I have been trying to redeem points but cant throug App. Keep throwing me error that please try aftrt some time. Customer service wouldnt rrally help much All in all, time to move away from AMEX.",2023-10-15,3,relevance,2023,70,-0.0982,negative,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
Rishi Sharma,Happy with the service from American Express. There app provide all the details regarding my card. It is very user friendly . All the transaction are very clear to understand from the app.,2020-07-17,3,relevance,2020,33,0.8771,positive,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
Sanjay Joshi,"You should not prompt logic screen when user has come to the app from payment confirmation notification. As soon as user has confirmed the payment amount, the amex app should close itself or bring the another application in front (the app/browser which requested the payment).",2020-08-17,3,relevance,2020,45,0.0,neutral,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False
mahendren muthu,This card has lot of benefits. points and bonus points can be redeemed to voucher. Every month you will receive bonus points by shopping 1500 Rs for 4 times.,2026-03-21,3,relevance,2026,29,0.8979,positive,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
