user,text,date,helpful,source,year,wc,vader,sent,Login / OTP / Authentication,Bill Payment Flow,Web Redirect / Not Native,Rewards / MR Points,Offers / Amex Offers,Statement / Transactions / Balance,App Stability (crash/bug/slow),UI / UX / Design,Customer Service / Support,Card Controls / Servicing,Update / Version Regression,Notifications / Alerts,Onboarding / Registration / KYC,Feature Gaps vs Global App,Fees / Charges / Annual Fee
A Google user,"It does not allow all services offered in desktop online version. Ex: pin change, adding new card etc. It can oly show statements nothing else.",2019-12-14,0,relevance,2019,25,-0.1695,negative,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
A Google user,good application to maintain and keep watch yoir spending and bill payment . if you can add billing cycle date and reminder that wil be great . thanks,2019-05-11,0,relevance,2019,28,0.872,positive,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
Shrinath Kuppa,Good app. You should plan to use fingerprint authentication on supported devices. Almost all other banks use fingerprint authentication now. Thanks !,2020-08-02,0,relevance,2020,22,0.8122,positive,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Shitanshu Singh,Super simple interface. App is good but offers and other benefits should be available in app. Options is less,2020-07-08,0,relevance,2020,19,0.7783,positive,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Himanish Prabhakar,"AMEX has a standard which no one able to match, and the same goes with the app as well. All the needed feature are available in it.",2021-11-10,0,relevance,2021,27,-0.0258,neutral,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M. S. Rajamanickam,simple and easy to use ! Promptly reporting in the statement without any delay ! It is useful particularly when we are abroad,2024-09-30,0,relevance,2024,23,0.8098,positive,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Dharmendra Dayal,"Very nice app. 100% transperancy, current transaction frequently displayed in the statement.",2026-05-30,0,relevance,2026,12,0.4754,positive,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
A Google user,"application is user friendly, you can access your account completely and view all your transaction, download bills and lot more, explore the app u will love it. i did :-)",2019-08-10,0,relevance,2019,30,0.8658,positive,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
meenu chopra,Not very customer friendly. Features like EMI options etc should be on one click not through customer service every time you wish to do so.,2024-09-03,0,relevance,2024,25,0.3326,neutral,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
Satish k chennai,nice,2026-01-10,0,latest,2026,1,0.4215,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pradeep Bhatia,Find the App very easy to use and operate. So I will continue to give it 5 stars,2026-07-31,0,relevance,2026,18,0.4927,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Avinash Godse,App should allow to register multiple cards on one app on se device. It is very difficult to manage in case you have an add-on card.,2025-03-15,0,relevance,2025,26,-0.2247,negative,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Rishikesh Date,The app is good and smooth and works with elan. The only suggestion is the transactions take effect to reflect. Whether it is balance due or payment. It should be immediate.,2024-04-30,0,relevance,2024,31,0.4404,positive,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
A Google user,"Amex Pay doesn't work. The support team seems to be clueless about how to fix the issue, and thus it most certainly doesn't make life easier as it is supposed to.",2019-02-21,0,relevance,2019,31,-0.5855,negative,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
Sudip Kr,Very limited modules are there.,2026-01-17,0,latest,2026,5,-0.2944,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kamal Goel,Far better and honest than any other.,2026-01-17,0,latest,2026,7,0.7351,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ABHISHEK KUMAR,"not user friendly, it doesn't gives in descriptive manner",2026-01-16,0,latest,2026,9,-0.3875,negative,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Ravi S Iyer,The best of all.,2026-01-15,0,latest,2026,4,0.6369,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
John Konda,Excellent and easy to use,2026-01-14,0,latest,2026,5,0.765,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PRIYABRATA BEHERA,This app is a garbage app from America. Never working properly.,2026-01-11,0,latest,2026,11,0.0,neutral,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Srinivasa Rao,good and easy to use,2026-01-11,0,latest,2026,5,0.7003,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Raman Manglik,"Customer centric mobile app with ease to features like transaction limit, PIN view, rewards points , etc make life easy as Amex card users.",2026-01-10,0,latest,2026,24,0.875,positive,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
VIJAY KUMAR KESARI,Super facility and huge discount offers everytime amex experience is awesome,2026-02-21,0,latest,2026,11,0.8834,positive,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
sai kiran Gudapati,good 👍,2026-02-20,0,latest,2026,2,0.4404,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vinod Kumar,"Excellent Service, Thanks Amex.",2026-02-19,0,latest,2026,4,0.765,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gaurav Dixit,Smooth and easy to use application. 👌🏻👍🏻,2026-02-18,0,latest,2026,7,0.8415,positive,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Aarush,Pretty Smooth and nice UX,2026-02-14,0,latest,2026,5,0.7184,positive,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Gaurav kool,Best card ever and nice app,2026-02-13,0,latest,2026,6,0.7906,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PULAGAM RAMAKRISHNA,Good.,2026-02-13,0,latest,2026,1,0.4404,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Shaninder Oberoi,keep it up always,2026-02-13,0,latest,2026,4,0.0,neutral,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aditya bhattacharya,very poor customer service and amex has lost its mojo,2026-02-26,0,latest,2026,10,-0.6901,negative,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Smriti Srivastav,chat option is not coming.,2026-02-26,0,latest,2026,5,0.0,neutral,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Satish Rana,Loved it!,2026-02-26,0,latest,2026,2,0.636,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Swathi Priya,Great service and Good response from customer service as well,2026-02-24,0,latest,2026,10,0.8442,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
gouttam sahoo,very good and user friendly.,2026-02-24,0,latest,2026,5,0.7501,positive,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Manish R,Excellent Service,2026-02-24,0,latest,2026,2,0.5719,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
piyush mittal,there are no features in india app. usa app was so good.,2026-02-24,0,latest,2026,12,0.3697,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Suraj Subbarao,"good one, can be made more user friendly",2026-02-23,0,latest,2026,8,0.749,positive,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
nanda kumar,super,2026-03-04,0,latest,2026,1,0.5994,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Animesh kumar,bad repayment system.,2026-03-03,0,latest,2026,3,-0.5423,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gopi Kannamaraju,application is not end to end platform. for example the payment leads to another page were u need to enter all the details including card number,2026-03-02,0,latest,2026,26,0.0772,neutral,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Ganesh Kumar,cannot pay bills from app. does not enable biometric login. very primitive app,2026-03-01,0,latest,2026,13,0.0762,neutral,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
mohan rao Parvataneni,extraordinary service 👏,2026-02-28,0,latest,2026,3,0.0,neutral,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kandunuri Sateesh,good but card details are not shown in app,2026-02-27,0,latest,2026,9,0.2382,neutral,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Senthil Maharaj,fantastic,2026-02-27,0,latest,2026,1,0.5574,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
syed shoeb,wonderful experience.,2026-02-27,0,latest,2026,2,0.5719,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,App is easy to use and pretty simple. Not giving many different options to do the same thing is the best part!,2019-08-11,0,relevance,2019,22,0.861,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sonam Wangdi,"Why can't we have our own names mentioned in the display card in our app. Also, I have to move to other app to make payments to my bills. Wish it could all be in one place.",2024-06-27,0,relevance,2024,37,0.4019,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pathan Farhaankhan,BEST IN CLASS APP........👍,2026-03-06,0,latest,2026,4,0.7125,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ajith Davis,Work smoothly,2026-03-05,0,latest,2026,2,0.0,neutral,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hitender Kapoor,"Reflections of payment late, updates are slow",2026-03-05,0,latest,2026,7,0.0,neutral,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Lionel Christopher,The ease of use and the support we get from the American Express app is top notch!,2026-03-04,0,latest,2026,17,0.7424,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rahul Karkal,user interface can be better and seemless,2026-03-04,0,latest,2026,7,0.4404,positive,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Yatin Patel,easy to use,2026-03-21,0,latest,2026,3,0.4404,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vinod Kumar,good 👍,2026-03-21,0,latest,2026,2,0.4404,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
payal gandhi,amex service and website sucks,2026-03-17,0,latest,2026,5,-0.3612,negative,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Thamilselvan Chinnaswamy,Lack of Empathy and Service,2026-03-16,0,latest,2026,5,-0.3182,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ROMAN FAB,excellent,2026-03-16,0,latest,2026,1,0.5719,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,the app is great but when i try to pay the bill it opens payment page and force close the payment page. i have to pay the bill through the desktop site only kindly correct it,2019-03-18,0,relevance,2019,36,0.6858,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,I am happy with the amex card but I request to change the feature on the app and make it more user friendly. No comments on current app.,2018-10-14,0,relevance,2018,28,0.5956,positive,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Ashok Nambissan,Certainly improved. Easier to navigate. Wish it allowed direct payment via UPI without again filling in card details.,2021-11-03,0,relevance,2021,18,0.875,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Abhinav,"Best service ever, contacting the customer service is a breeze and not like the bot mafia of the other companies. Actual human interactions are always better!",2024-10-08,0,relevance,2024,26,0.7416,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
sandeep kumar,One of the best customer service provided by AMEX. They have individual toll free numbers for each card. It is easy to connect phone banking officer.,2023-04-27,0,relevance,2023,26,0.886,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
IMRANULLA KHAN,very very good service,2026-03-24,0,latest,2026,4,0.5379,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nischal Mittal,very nice,2026-03-22,0,latest,2026,2,0.4754,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rakesh Prasad,very much satisfied,2026-03-22,0,latest,2026,3,0.4728,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Praveen,"Should really say... appreciate and thanks for the great customer support always, only issue is their annual charges are very high and not all merchants accept amex cards, except for this lovely service always....thanks to the great team",2022-06-21,0,relevance,2022,38,0.9583,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
RAVIKUMAR A V,"Good, ONE OBSERVATION while making payment through app,we have to fill details of the card everytime.Please see that payment can be done easily through app without filling up of particulars",2024-09-07,0,relevance,2024,30,0.6486,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,"It needs lots of improvement. More features like addreas details, card blocking, re issue of card can be added.",2019-08-30,0,relevance,2019,19,0.4902,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,App interface is very good. But lacks some information. It do have fingerprint login access.,2020-01-10,0,relevance,2020,15,0.2724,neutral,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Dharmasish Dwibedy,"Paying amex credit card bill is not simple, pain to pay. no integration with upi, takes to browse, does not remember .",2025-01-22,0,relevance,2025,22,0.4023,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,best bank app in India. User friendly and detail are given so clearly that look like passbook of bank. i really like this amex app. No other bank have such app. Best in best.,2019-04-19,0,relevance,2019,34,0.9732,positive,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Manav Singh,"Everything is ok, but they should give option of stop/disable online transaction, Bez no one use credit card 24/7. If he is not using their CC, he should have option to disable online transaction to avoid any fraud or false transaction",2020-05-29,0,relevance,2020,41,-0.8126,negative,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Pritpal Singh,It is quite good Card. It is useful for branded outlets or online shopping. Generally merchants say they don't have machine for AMEX Card or avoid it for payment of surcharge.,2024-10-12,0,relevance,2024,31,0.5984,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
sagar narahari,good service,2026-02-12,0,latest,2026,2,0.4404,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dhilipraj Vasu,payment delay reflecting,2026-02-11,0,latest,2026,3,-0.3182,negative,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Deepak Udhwani,This is the most smooth functioning and easy to use App out of all the credit card apps in market. Kudos to the team!,2024-09-05,0,relevance,2024,24,0.8439,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mithun Kannolli,"excellent customer service, high reward and easy to access. Only issue is not available at all merchant points and online portals.",2024-12-21,0,relevance,2024,21,0.8834,positive,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
Aditya Paliwal,Its a great application for managing your Credit card. It never freezes. I have been using it for more than three years now. It has never disappointed even in the slightest.,2023-02-07,0,relevance,2023,31,0.8529,positive,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Rahul Singh,It's tedious task to enter your card detail for payment that too in Amex app. Not an effecient way. Also app doesn't many conventional features.,2020-09-17,0,relevance,2020,25,0.0,neutral,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Mukesh Wadhwani,Very easy to search & navigate things. Much better UI than what other cards offer.,2024-12-10,0,relevance,2024,15,0.7264,positive,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
Nasar Mohammed,"Super simply , widely accepted, no hidden charges and the best of all... Super round the clock support team.",2024-06-01,0,relevance,2024,19,0.947,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
A Google user,Great application! Lets me manage my card expenses in an easy and minimalist way. I get all the information i need in this app.,2019-06-02,0,relevance,2019,24,0.807,positive,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
MANISH VIJAY,App is very good. Easy to handle. But there is some problem in version 6.31.0. We are not able to see total spending on card.,2020-07-10,0,relevance,2020,25,-0.0937,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Akhil Prabhakaran,Clean UI and Minimalist App with all relevant info within the app. Would love to see UPI payment options within the app for easier CC due payments.,2023-07-02,0,relevance,2023,27,0.8658,positive,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Prateek Dwivedi,"Low acceptance in market, poor lounge parternship when compared with other cards in the market. Reward conversion is fairly okay though. But in the category the fees charged is not commensurate with the services being provided.",2025-01-12,0,relevance,2025,36,-0.0,neutral,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Kunal Shukla,Better than most. Not the typical banking app with lags and crashes. Everything works as expected. My request to devs is to develop all feature on the native app itself and not use the web view,2024-09-25,0,relevance,2024,36,0.1027,neutral,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Harsh Malpani,Helpful and convenient. It clearly shows if bill is paid or not. It's not instantly updated but gets it right next working day.,2024-09-22,0,relevance,2024,23,0.4118,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
vikas mehta,i enjoy working on this app. All details can be found very easily.,2026-04-17,0,latest,2026,13,0.7089,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sunil Vohra,seamless experience,2026-04-17,0,latest,2026,2,0.0,neutral,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Natasha Sachdeva,Pathetic,2026-03-09,0,latest,2026,1,-0.5719,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mohsin abdul,Great experience with Amex.,2026-03-07,0,latest,2026,4,0.6249,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dnyanesh Tendulkar,excellent and one app customer service,2026-03-07,0,latest,2026,6,0.5719,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Sudhanshu Varshney,very easy and customer friendly,2026-03-06,0,latest,2026,5,0.7501,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,"Facing issues with login. After entering password, it says app is outdated and refer to playstore. There is no update available as per playstore. Resolve asap please",2019-08-31,0,relevance,2019,27,0.4019,positive,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
Bankim BHATT,Though the AMEX offers great services their acceptance is a big issue. Large establishment also do not accept their card due to heavy charges. Haven't used their App on mobile due to concern on security reasons,2021-09-01,0,relevance,2021,36,0.7364,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A Google user,Nice app very easy to operate...login through finger scanner is really effective....get rid of typing login and password every time. keep it up👍,2019-07-10,0,relevance,2019,23,0.7178,positive,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mustafa Pursewala,good user interface,2026-03-11,0,latest,2026,3,0.4404,positive,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
DrManish Bhatt,not able to reach you,2026-03-11,0,latest,2026,5,-0.0191,neutral,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Goli Ravinder,simply superb,2026-03-11,0,latest,2026,2,0.6249,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rajesh,"no option to pay bills within app directly, paying bill requires to leave the app and enter card details on Amex website",2026-03-11,0,latest,2026,22,-0.4215,negative,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Nishank Sharma,good app,2026-03-10,0,latest,2026,2,0.4404,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
raviprakash chhangani,Incomplete customer care service on chat. Over the phone it's better and complete.,2026-03-10,0,latest,2026,13,0.7269,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Smriti Attavar,App is not user friendly. Disappointed,2026-03-10,0,latest,2026,6,-0.0191,neutral,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Dsreddy,excellent,2026-03-16,0,latest,2026,1,0.5719,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
harish babu,Good app,2026-03-16,0,latest,2026,2,0.4404,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Arpan Shah,Payment Gateway is very bad,2026-03-16,0,latest,2026,5,-0.5849,negative,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Shab Jan,user friendly and reliable,2026-03-15,0,latest,2026,4,0.4939,positive,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Gagandeep Kaur,very nice,2026-03-14,0,latest,2026,2,0.4754,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
suraj kanojia,"app is awesome in terms of payment, points redemption... etc everything",2026-03-13,0,latest,2026,11,0.6249,positive,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
KARMVEER,charges very high,2026-03-12,0,latest,2026,3,-0.2732,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Raul,Very poor experience,2026-03-12,0,latest,2026,3,-0.5256,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SATISH SHENDE,worst services in the world. specially in india,2026-03-27,0,latest,2026,8,-0.6249,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
buchan pathak,Third Class. Very Tough to make Payment.,2026-03-27,0,latest,2026,7,-0.2006,negative,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
SARADINDU SENGUPTA,Good,2026-03-26,0,latest,2026,1,0.4404,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Manish Bhardwaj 007,"Amex is the best credit card, last month I purchased a new phone and I got the best offers from this card.....",2026-03-25,0,latest,2026,22,0.9001,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kandukury Subrahmanyam,Excellent service,2026-03-25,0,latest,2026,2,0.5719,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Avinash Shrivastava,Unable to find proper details,2026-03-24,0,latest,2026,5,0.0,neutral,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vivek Verma,It used to work perfectly earlier but now it is always error stating 'error loading this content'. I already done uninstall and reinstall but it didn't help. Could you please look into it,2023-03-15,0,relevance,2023,33,-0.6638,negative,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Pranav Shah,"Awesome & quick service 100% It's just sometimes, not all vendors accept it so please if you can make your terms & conditions little reasonable for them so we customers can use it at ease.",2024-12-20,0,relevance,2024,35,0.7911,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Asfaque Uddin,useless payment method and always charges extra then other,2026-04-01,0,latest,2026,9,-0.5994,negative,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Abhinav Mahajan,Horrible application. No in app payment support and no detail guidance whatsoever,2026-04-01,0,latest,2026,12,-0.6369,negative,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Suga Priya,smooth service,2026-04-01,0,latest,2026,2,0.0,neutral,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nurudin Hajiyani,Excellent Service,2026-04-01,0,latest,2026,2,0.5719,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Amit Singh,Excellent Services,2026-03-31,0,latest,2026,2,0.5719,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Thomas George,Amex American expert,2026-03-29,0,latest,2026,3,0.0,neutral,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SANDEEP HANDA,Best Service. Best staff. Best credit card.,2026-03-28,0,latest,2026,7,0.9451,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Shunka Vishwanth,App experience is good,2026-03-28,0,latest,2026,4,0.4404,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sachin Sikander,payment made to the card is not reflecting immediately,2026-04-08,0,latest,2026,9,0.0,neutral,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Rahul Pandey,most pathetic app ever. Even when the bill is paid it shows unpaid for days.,2026-04-06,0,latest,2026,15,-0.6115,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Karthik R,great ui,2026-04-05,0,latest,2026,2,0.6249,positive,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
D G,horrible,2026-04-05,0,latest,2026,1,-0.5423,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogesh Mishra,superb,2026-04-03,0,latest,2026,1,0.6249,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Parthasarathi Thakurta,excellent,2026-04-03,0,latest,2026,1,0.5719,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Imran Khan,best experience,2026-04-15,0,latest,2026,2,0.6369,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AFSANA PATEL,very nice,2026-04-13,0,latest,2026,2,0.4754,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pranav Kakani,silky smooth. gets all done,2026-04-13,0,latest,2026,5,0.0,neutral,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sahil Sharma,compared with other bank applications it really feels outdated and headache.,2026-04-12,0,latest,2026,11,0.0,neutral,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Manoj KUMAR BISWAL,good to use,2026-04-11,0,latest,2026,3,0.4404,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chintala Murali,Super app👍👌👌,2026-04-10,0,latest,2026,2,0.9448,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ram kumar,very bad,2026-04-09,0,latest,2026,2,-0.5849,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Suman kumar,nice app and fast,2026-05-01,0,latest,2026,4,0.4215,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rohit raman,it's good,2026-05-01,0,latest,2026,2,0.4404,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kamal Pahadia,"The American Card offers excellent service. I'm just getting started, and I'll enjoy its benefits in the future.",2026-04-30,0,latest,2026,18,0.8591,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SIVAKUMAR LOGANATHAN,GOOD SERVICE,2026-04-30,0,latest,2026,2,0.4404,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ajay Yadav,good app,2026-04-29,0,latest,2026,2,0.4404,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mihir Rego,Easy to understand and use. Almost perfect so far.,2026-04-28,0,latest,2026,9,0.7436,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Faiz Lala,"The only issue is, let me just pay bill with the app. A button to pay bill, takes me to NetBanking or UPI, and pay.",2026-04-27,0,latest,2026,25,-0.296,negative,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Ram melam,good experience,2026-05-11,0,latest,2026,2,0.4404,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bishnu Maharana,good,2026-05-09,0,latest,2026,1,0.4404,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CA Jainam Shah,chat option goes invisible sometimes,2026-05-08,0,latest,2026,5,0.0,neutral,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Moseen Ansari,EXCEPTIONAL,2026-05-06,0,latest,2026,1,0.0,neutral,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
anupam moitra,such a below average app from Amex India! what a shame!,2026-05-05,0,latest,2026,11,-0.5696,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vijay R,The best benefits is amex platinum travel with Marriott hotels. It's really worth don't miss it.,2026-05-04,0,latest,2026,16,0.8658,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anand M,Simple and effective. NUMBER ONE for the purpose.,2026-05-03,0,latest,2026,8,0.6289,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
suresh dodda,good service,2026-05-14,0,latest,2026,2,0.4404,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vivek GHAI,👍,2026-05-14,0,latest,2026,1,0.0,neutral,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DONTHULA SAI RAM,Excellent App😀,2026-05-14,0,latest,2026,2,0.7351,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ravi Pugaliya & Associates,total Fraud Cheat credit card. They make false charges Rs10000as card fee. Total Fraud,2026-05-14,0,latest,2026,14,-0.8934,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Renith Priyadarshi,wonderful,2026-05-13,0,latest,2026,1,0.5719,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
suresh babu,Excellant,2026-05-11,0,latest,2026,1,0.0,neutral,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
